condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
divergence,4,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,5.134416,1.478918,0.024341,1.517197,0.021252,1.000000,0.997675,0.556738,0.000000,0.000000,10000.000000,1.000000
divergence,4,individual_dissolved_oxygen,null,null (no test triggered),0.000318,22.114427,1.076351,-0.000256,0.974364,0.269818,1.000000,0.997446,0.998936,-1.000535,0.970726,10000.000000,0.678203
divergence,4,composed,divergent,monotone→curvature→divergent,0.000589,31.023295,1.309515,0.010967,1.291638,0.427117,1.000000,0.998078,0.998607,-1.046025,1.445016,10000.000000,0.467707
divergence,4,standardized_sum,null,null (no test triggered),0.000329,22.120589,1.086001,0.008446,1.337682,0.262188,1.000000,0.997371,0.999005,-0.794510,1.199684,10000.000000,0.670079
divergence,5,individual_temperature,null,null (no test triggered),0.000178,14.136185,1.084219,-0.001886,0.971005,0.092164,1.000000,0.998272,0.998184,-0.623303,0.539636,10000.000000,0.875278
divergence,5,individual_fish_count,divergent,monotone→curvature→divergent,0.000509,29.233236,1.326772,0.036899,1.825512,0.404843,1.000000,0.996451,0.988866,-0.843113,1.686227,10000.000000,0.505868
divergence,5,individual_inter_event,null,null (no test triggered),0.000130,11.340515,1.024885,-0.079419,0.280112,0.084941,1.000000,0.997846,0.998770,-1.002486,0.449302,10000.000000,0.923948
divergence,5,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,5.530384,1.505166,0.025488,1.563171,0.027284,1.000000,0.998490,0.566372,0.000000,0.000000,10000.000000,1.000000
divergence,5,individual_dissolved_oxygen,null,null (no test triggered),0.000308,22.878778,1.071486,-0.002043,0.967202,0.271288,1.000000,0.998529,0.998984,-1.010323,0.965509,10000.000000,0.700503
divergence,5,composed,divergent,monotone→curvature→divergent,0.000594,31.225877,1.319797,0.015066,1.279382,0.435538,1.000000,0.996747,0.998491,-1.033329,1.393992,10000.000000,0.457644
divergence,5,standardized_sum,null,null (no test triggered),0.000343,22.580166,1.086558,0.011155,1.317789,0.272408,1.000000,0.998795,0.998958,-0.776580,1.207941,10000.000000,0.667013
divergence,6,individual_temperature,null,null (no test triggered),0.000141,11.323167,1.059894,-0.003587,0.993597,0.093308,1.000000,0.998303,0.998968,-0.642463,0.634167,10000.000000,0.873217
divergence,6,individual_fish_count,divergent,monotone→curvature→divergent,0.000502,29.069900,1.265821,0.037741,1.892611,0.400513,1.000000,0.995943,0.986837,-0.843113,1.601916,10000.000000,0.505868
divergence,6,individual_inter_event,null,null (no test triggered),0.000131,11.709656,1.024433,-0.078925,0.290013,0.084135,1.000000,0.996460,0.998606,-0.885122,0.482296,10000.000000,0.926789
divergence,6,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.602223,1.487066,0.025696,1.502430,0.025121,1.000000,0.997767,0.562828,0.000000,0.000000,10000.000000,1.000000
divergence,6,individual_dissolved_oxygen,null,null (no test triggered),0.000319,22.633158,1.066538,-0.001711,0.970293,0.263210,1.000000,0.998387,0.998800,-0.974770,0.963230,10000.000000,0.676625
divergence,6,composed,divergent,monotone→curvature→divergent,0.000576,31.058465,1.335293,0.012169,1.309913,0.434690,1.000000,0.997241,0.998754,-1.019085,1.425910,10000.000000,0.461221
divergence,6,standardized_sum,null,null (no test triggered),0.000300,20.803569,1.081014,0.007449,1.352651,0.261440,1.000000,0.997696,0.998767,-0.786593,1.201176,10000.000000,0.681116
divergence,7,individual_temperature,null,null (no test triggered),0.000160,13.186694,1.072914,-0.000707,0.999496,0.103858,1.000000,0.998468,0.998542,-0.624994,0.580181,10000.000000,0.875214
divergence,7,individual_fish_count,divergent,monotone→curvature→divergent,0.000481,27.809948,1.319495,0.036668,1.817239,0.397347,1.000000,0.995975,0.986731,-0.843113,1.517604,10000.000000,0.505868
divergence,7,individual_inter_event,null,null (no test triggered),0.000154,12.642557,1.023049,-0.081154,0.276435,0.085286,1.000000,0.997242,0.998838,-0.950098,0.436667,10000.000000,0.931563
divergence,7,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,5.462604,1.494144,0.025255,1.501499,0.022157,1.000000,0.996089,0.569492,0.000000,0.000000,10000.000000,1.000000
divergence,7,individual_dissolved_oxygen,null,null (no test triggered),0.000307,21.287699,1.064242,0.001397,0.997743,0.266663,1.000000,0.998656,0.998626,-1.001925,1.017761,10000.000000,0.694646
divergence,7,composed,divergent,monotone→curvature→divergent,0.000569,30.862803,1.353701,0.014928,1.301739,0.441064,1.000000,0.997388,0.998862,-1.040858,1.399284,10000.000000,0.457986
divergence,7,standardized_sum,null,null (no test triggered),0.000303,21.089952,1.086886,0.009692,1.357328,0.270850,1.000000,0.997559,0.998892,-0.843992,1.197014,10000.000000,0.680820
divergence,8,individual_temperature,null,null (no test triggered),0.000170,13.447671,1.062136,0.000296,1.013836,0.092632,1.000000,0.997779,0.998403,-0.592752,0.612586,10000.000000,0.869253
divergence,8,individual_fish_count,convergent,monotone→curvature→convergent,0.000519,29.691202,1.245808,0.036137,1.834776,0.394079,1.000000,0.995925,0.987690,-0.843113,1.686227,10000.000000,0.505868
divergence,8,individual_inter_event,null,null (no test triggered),0.000131,11.719421,1.023106,-0.079751,0.272278,0.082952,1.000000,0.997562,0.998985,-0.928799,0.461110,10000.000000,0.946091
divergence,8,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,3.983670,1.497511,0.026325,1.512586,0.025251,1.000000,0.998902,0.565198,0.000000,0.000000,10000.000000,1.000000
divergence,8,individual_dissolved_oxygen,null,null (no test triggered),0.000334,23.128474,1.055586,0.001668,0.965230,0.259589,1.000000,0.998126,0.998789,-0.992033,0.961562,10000.000000,0.694672
divergence,8,composed,divergent,monotone→curvature→divergent,0.000620,31.607531,1.325182,0.012745,1.281578,0.425911,1.000000,0.994335,0.998373,-1.046510,1.406988,10000.000000,0.447609
divergence,8,standardized_sum,convergent,monotone→curvature→convergent,0.000334,22.906933,1.085276,0.008924,1.337624,0.264501,1.000000,0.998287,0.998743,-0.821543,1.243596,10000.000000,0.674045
divergence,9,individual_temperature,null,null (no test triggered),0.000159,12.541693,1.060785,-0.000031,0.985089,0.095560,1.000000,0.998492,0.998634,-0.696722,0.626632,10000.000000,0.867261
divergence,9,individual_fish_count,divergent,monotone→curvature→divergent,0.000512,28.418358,1.283157,0.036171,1.820885,0.396213,1.000000,0.997171,0.989293,-0.843113,1.686227,10000.000000,0.505868
divergence,9,individual_inter_event,null,null (no test triggered),0.000123,10.783202,1.026525,-0.076467,0.288718,0.078927,1.000000,0.997140,0.998598,-0.839274,0.463428,10000.000000,0.947337
divergence,9,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.040454,1.500462,0.023468,1.453252,0.018977,1.000000,0.997382,0.571794,0.000000,0.000000,10000.000000,1.000000
divergence,9,individual_dissolved_oxygen,null,null (no test triggered),0.000300,21.917154,1.070167,0.001835,0.987648,0.272279,1.000000,0.997704,0.998903,-0.947943,0.929403,10000.000000,0.702840
divergence,9,composed,divergent,monotone→curvature→divergent,0.000572,30.582677,1.311881,0.012788,1.267898,0.434622,1.000000,0.997116,0.998831,-1.030459,1.388251,10000.000000,0.463963
divergence,9,standardized_sum,null,null (no test triggered),0.000309,21.319361,1.080410,0.010615,1.299376,0.259968,1.000000,0.998050,0.998543,-0.822853,1.173191,10000.000000,0.684198
divergence,10,individual_temperature,null,null (no test triggered),0.000160,12.705692,1.062393,-0.003699,0.967786,0.087465,1.000000,0.998470,0.999060,-0.644151,0.596018,10000.000000,0.864093
divergence,10,individual_fish_count,divergent,monotone→curvature→divergent,0.000524,29.488810,1.273333,0.037917,1.857007,0.403708,1.000000,0.996510,0.987688,-0.843113,1.686227,10000.000000,0.505868
divergence,10,individual_inter_event,null,null (no test triggered),0.000127,11.810426,1.029605,-0.076175,0.300639,0.082498,1.000000,0.997042,0.998707,-0.925844,0.446611,10000.000000,0.919998
divergence,10,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.903584,1.502325,0.025986,1.545308,0.019285,1.000000,0.999090,0.571379,0.000000,0.000000,10000.000000,1.000000
divergence,10,individual_dissolved_oxygen,null,null (no test triggered),0.000319,22.464514,1.060061,0.001306,1.005254,0.259638,1.000000,0.998083,0.998680,-0.980122,1.001644,10000.000000,0.696579
divergence,10,composed,divergent,monotone→curvature→divergent,0.000585,31.504202,1.320782,0.015457,1.294186,0.426512,1.000000,0.996091,0.998842,-1.059204,1.396617,10000.000000,0.462556
divergence,10,standardized_sum,null,null (no test triggered),0.000321,21.914689,1.079474,0.004703,1.325328,0.249890,1.000000,0.997490,0.998962,-0.812873,1.226935,10000.000000,0.685834
divergence,11,individual_temperature,null,null (no test triggered),0.000152,12.558282,1.071510,0.000186,0.956304,0.101295,1.000000,0.997068,0.998655,-0.620480,0.614460,10000.000000,0.865874
divergence,11,individual_fish_count,convergent,monotone→curvature→convergent,0.000527,28.741048,1.208561,0.040663,1.809921,0.406876,1.000000,0.997324,0.988773,-0.843113,1.517604,10000.000000,0.505868
divergence,11,individual_inter_event,null,null (no test triggered),0.000136,11.507169,1.023888,-0.079416,0.291407,0.082290,1.000000,0.995310,0.998655,-1.099094,0.462494,10000.000000,0.939344
divergence,11,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.975061,1.495652,0.026987,1.533103,0.025340,1.000000,0.998568,0.563003,0.000000,0.000000,10000.000000,1.000000
divergence,11,individual_dissolved_oxygen,null,null (no test triggered),0.000326,21.871461,1.069026,-0.001194,1.008469,0.259959,1.000000,0.998212,0.998448,-0.947839,0.999861,10000.000000,0.688401
divergence,11,composed,divergent,monotone→curvature→divergent,0.000599,31.672467,1.318566,0.013937,1.291698,0.440102,1.000000,0.997873,0.998741,-1.052183,1.391530,10000.000000,0.458452
divergence,11,standardized_sum,convergent,monotone→curvature→convergent,0.000327,22.622446,1.086405,0.011842,1.354433,0.269803,1.000000,0.998434,0.998725,-0.812649,1.204304,10000.000000,0.663769
divergence,12,individual_temperature,null,null (no test triggered),0.000155,12.989800,1.074350,0.001607,1.012719,0.089795,1.000000,0.998567,0.998863,-0.575003,0.616357,10000.000000,0.870111
divergence,12,individual_fish_count,convergent,monotone→curvature→convergent,0.000520,29.563036,1.244612,0.038684,1.847324,0.401090,1.000000,0.995719,0.990308,-0.843113,1.517604,10000.000000,0.505868
divergence,12,individual_inter_event,null,null (no test triggered),0.000128,10.662809,1.027940,-0.075111,0.301364,0.077759,1.000000,0.995741,0.998443,-1.028491,0.454585,10000.000000,0.931154
divergence,12,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.181891,1.483374,0.025744,1.505956,0.024366,1.000000,0.996775,0.558277,0.000000,0.000000,10000.000000,1.000000
divergence,12,individual_dissolved_oxygen,null,null (no test triggered),0.000317,21.857716,1.064293,0.000299,1.023018,0.260424,1.000000,0.998244,0.998523,-0.953154,0.988430,10000.000000,0.685517
divergence,12,composed,divergent,monotone→curvature→divergent,0.000583,31.495291,1.335297,0.016712,1.310984,0.432203,1.000000,0.996715,0.998430,-1.007477,1.384747,10000.000000,0.465336
divergence,12,standardized_sum,null,null (no test triggered),0.000313,21.509904,1.085975,0.008043,1.355601,0.268213,1.000000,0.997789,0.998441,-0.793022,1.198139,10000.000000,0.694385
divergence,13,individual_temperature,null,null (no test triggered),0.000165,13.454781,1.061165,-0.002057,0.966038,0.096236,1.000000,0.997516,0.998980,-0.618440,0.607947,10000.000000,0.872322
divergence,13,individual_fish_count,divergent,monotone→curvature→divergent,0.000512,29.061368,1.258182,0.036513,1.812557,0.397036,1.000000,0.997250,0.988010,-0.843113,1.517604,10000.000000,0.505868
divergence,13,individual_inter_event,null,null (no test triggered),0.000140,11.971013,1.024638,-0.078273,0.281151,0.082022,1.000000,0.998243,0.999145,-0.807463,0.461961,10000.000000,0.942008
divergence,13,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,5.567734,1.520718,0.027148,1.498961,0.024312,1.000000,0.998810,0.572548,0.000000,0.000000,10000.000000,1.000000
divergence,13,individual_dissolved_oxygen,null,null (no test triggered),0.000323,22.570687,1.069423,0.000832,1.006874,0.276515,1.000000,0.997722,0.998315,-0.965457,1.000215,10000.000000,0.699821
divergence,13,composed,divergent,monotone→curvature→divergent,0.000611,31.706973,1.338307,0.014478,1.288547,0.437492,1.000000,0.992819,0.999020,-1.031756,1.372091,10000.000000,0.447892
divergence,13,standardized_sum,convergent,monotone→curvature→convergent,0.000321,22.858207,1.083269,0.010330,1.312704,0.264502,1.000000,0.998548,0.998617,-0.863189,1.207931,10000.000000,0.688938
divergence,14,individual_temperature,null,null (no test triggered),0.000161,13.205938,1.080590,0.004548,1.018200,0.104946,1.000000,0.997618,0.998542,-0.595089,0.674889,10000.000000,0.876756
divergence,14,individual_fish_count,divergent,monotone→curvature→divergent,0.000496,28.890543,1.294119,0.036894,1.812369,0.397569,1.000000,0.995595,0.987637,-0.843113,1.517604,10000.000000,0.505868
divergence,14,individual_inter_event,null,null (no test triggered),0.000143,12.195967,1.025883,-0.078640,0.288286,0.078328,1.000000,0.993983,0.999080,-0.967062,0.466252,10000.000000,0.922190
divergence,14,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.070505,1.488481,0.026595,1.522838,0.026282,1.000000,0.997487,0.564189,0.000000,0.000000,10000.000000,1.000000
divergence,14,individual_dissolved_oxygen,null,null (no test triggered),0.000306,21.642052,1.069038,0.000299,1.005945,0.257995,1.000000,0.998204,0.999002,-0.975338,0.968948,10000.000000,0.694229
divergence,14,composed,divergent,monotone→curvature→divergent,0.000577,31.099322,1.307160,0.015014,1.274965,0.438986,1.000000,0.995930,0.998807,-1.041168,1.448551,10000.000000,0.460558
divergence,14,standardized_sum,null,null (no test triggered),0.000289,20.719578,1.086032,0.010575,1.345558,0.274032,1.000000,0.997933,0.998691,-0.775796,1.214532,10000.000000,0.693808
divergence,15,individual_temperature,null,null (no test triggered),0.000154,12.374186,1.066211,0.000003,0.988606,0.091663,1.000000,0.996936,0.999022,-0.618383,0.677811,10000.000000,0.882332
divergence,15,individual_fish_count,divergent,monotone→curvature→divergent,0.000494,28.321949,1.309867,0.037736,1.847652,0.398274,1.000000,0.997350,0.988841,-0.843113,1.601916,10000.000000,0.505868
divergence,15,individual_inter_event,null,null (no test triggered),0.000133,11.616186,1.024857,-0.080269,0.281281,0.078367,1.000000,0.996966,0.998890,-1.032393,0.426078,10000.000000,0.946208
divergence,15,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,4.580988,1.508555,0.028362,1.552164,0.030528,1.000000,0.998978,0.566480,0.000000,0.000000,10000.000000,1.000000
divergence,15,individual_dissolved_oxygen,null,null (no test triggered),0.000318,22.111867,1.063529,0.001706,1.005372,0.253378,1.000000,0.997167,0.998443,-0.968406,1.002387,10000.000000,0.700710
divergence,15,composed,divergent,monotone→curvature→divergent,0.000571,31.263416,1.311050,0.013592,1.280967,0.429690,1.000000,0.996954,0.998822,-1.033655,1.416493,10000.000000,0.467009
divergence,15,standardized_sum,null,null (no test triggered),0.000309,21.501941,1.085920,0.012618,1.366672,0.269513,1.000000,0.998641,0.998660,-0.722449,1.251000,10000.000000,0.688470
divergence,16,individual_temperature,null,null (no test triggered),0.000156,12.694886,1.075411,-0.000938,0.998765,0.094782,1.000000,0.998871,0.998777,-0.549871,0.631818,10000.000000,0.854667
divergence,16,individual_fish_count,divergent,monotone→curvature→divergent,0.000518,29.007334,1.307619,0.035310,1.868418,0.401767,1.000000,0.997898,0.989140,-0.843113,1.686227,10000.000000,0.505868
divergence,16,individual_inter_event,null,null (no test triggered),0.000143,12.172457,1.027880,-0.077097,0.295622,0.087384,1.000000,0.996516,0.998616,-0.947215,0.436508,10000.000000,0.931140
divergence,16,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,6.246484,1.504109,0.025263,1.515290,0.020100,1.000000,0.998245,0.566796,0.000000,0.000000,10000.000000,1.000000
divergence,16,individual_dissolved_oxygen,null,null (no test triggered),0.000303,21.758178,1.065605,0.001331,1.020311,0.262851,1.000000,0.997664,0.998629,-0.945734,0.987513,10000.000000,0.688469
divergence,16,composed,divergent,monotone→curvature→divergent,0.000572,31.258392,1.327173,0.015921,1.331848,0.431676,1.000000,0.995192,0.998888,-1.001134,1.440060,10000.000000,0.473234
divergence,16,standardized_sum,null,null (no test triggered),0.000324,22.469822,1.089045,0.010803,1.443569,0.265702,1.000000,0.996646,0.998765,-0.755882,1.279995,10000.000000,0.692313
divergence,17,individual_temperature,null,null (no test triggered),0.000171,13.597925,1.076904,-0.000436,1.008805,0.101176,1.000000,0.997148,0.999008,-0.598863,0.609205,10000.000000,0.881762
divergence,17,individual_fish_count,divergent,monotone→curvature→divergent,0.000493,27.664244,1.251549,0.035887,1.824262,0.394858,1.000000,0.996325,0.987692,-0.843113,1.686227,10000.000000,0.505868
